product_id,product_name,base_price,variant_groups
6a7478d4c0d100e797be76ce,Magnetic Building Blocks,1899,Size:42 Pieces,64 Pieces
6a775911681ea88a61f0f25f,Multi-Functional Dream Racing RC Car,2800,
